NAME,TYPE,RESOURCE GROUP,LOCATION,SUBSCRIPTION,
"dxseaapim001prp","API Management service","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseaasp001prp","App Service plan","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseaagw001prp","Application gateway","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseawaf001prp","Application Gateway WAF policy","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseaappinsightfunc001prp","Application Insights","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseacosmos001prp","Azure Cosmos DB account","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseaadb001prp","Azure Databricks Service","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseaadb002prp","Azure Databricks Service","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseaacr001prp","Container registry","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseafunc001prp","Function App","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"KEY-RG-SEA-CTRL-DX-PRP","Key vault","rg-sea-centralkey-datax-prp-01","Southeast Asia","DATAX-PRD-01"
"dxseaaks001prp","Kubernetes service","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxsealogaltcwksc001prp","Log Analytics workspace","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dx-agw-prp","Managed Identity","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseamid001prp","Managed Identity","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept001prp.nic.2c3548d5-db4d-4116-ba0a-322964649ddd","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept002prp.nic.2e072016-1eac-4bcd-982f-5ef60ebb6647","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept003prp-nic","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept004prp.nic.90464d08-c45d-421c-9613-e7b992d22645","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept005prp.nic.b20d5c71-822f-4048-bfb2-1ce1bb8815e2","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept006prp.nic.b58a2b6c-8509-4956-b2c0-82e377207377","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept007prp.nic.13376bb8-f816-4abb-8d5f-0afc48c0fe15","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept008prp.nic.9ba9a71a-a815-40d9-aa59-42f4f590e60a","Network Interface","rg-sea-datax-prp-dp-01","Southeast Asia","DATAX-PRD-01"
"dxseapvtept009prp.nic.f0192c57-be68-47b2-9f00-e1e4b011f68f","Network Interface","rg-sea-centralkey-datax-prp-01","Southeast Asia","DATAX-PRD-01"
